Year,Sex,Occupation category,Occupation sub-category,Value
2011,Male,Engineering Professionals,,0.9243846855059252
2011,Male,Engineering Professionals,Engineering professionals n.e.c,0.9243846855059252
2011,Male,Information Technology and Telecommunications Professionals,,0.8193122364345833
2011,Male,Information Technology and Telecommunications Professionals,IT specialist managers,0.8079027669435139
2011,Male,Information Technology and Telecommunications Professionals,IT project and programme managers,0.7338103448275862
2011,Male,Information Technology and Telecommunications Professionals,Web design and development professionals,0.7995528706654617
2011,Male,Information Technology and Telecommunications Professionals,Information technology and telecommunications professionals n.e.c,0.8699645813115423
2011,Male,Conservation and Environment Professionals,,0.47247991344246526
2011,Male,Conservation and Environment Professionals,Environment professionals,0.604625522422502
2011,Male,Research and Development Managers,,0.7176598623448438
2011,Male,Research and Development Managers,Research and development managers n.e.c,0.7176598623448438
2011,Male,Health Professionals,,0.3850351491028151
2011,Male,Health Professionals,Pharmacists,0.3850351491028151
2011,Male,Teaching and Educational Professionals,,0.3119606297946252
2011,Male,Teaching and Educational Professionals,Senior professionals of educational establishments,0.36081533000964283
2011,Male,Teaching and Educational Professionals,Teaching and other educational professionals n.e.c,0.28964496070998486
2011,Male,Media Professionals,,0.2717108232924754
2011,Male,Media Professionals,Public relations professionals,0.40234465382934415
2011,Male,Protective Service Occupations,,0.7421303587995426
2011,Male,Protective Service Occupations,Protective service occupations n.e.c,0.7421303587995426
2011,Male,Sports and Fitness Occupations,,0.5820253410494469
2011,Male,Sports and Fitness Occupations,"Sports coaches, instructors and officials",0.5820253410494469
2011,Male,"Sales, Marketing and Related Associate Professionals",,0.6435595534424704
2011,Male,"Sales, Marketing and Related Associate Professionals",Sales accounts and business development managers,0.6800562866424091
2011,Male,"Sales, Marketing and Related Associate Professionals",Conference and exhibition managers and organisers,0.31486931693388975
2011,Male,Public Services and Other Associate Professionals,,0.4233809173293432
2011,Male,Public Services and Other Associate Professionals,Public services associate professionals,0.4233809173293432
2011,Male,Administrative Occupations: Office Managers and Supervisors,,0.2623732500381328
2011,Male,Administrative Occupations: Office Managers and Supervisors,Office managers,0.2623732500381328
2011,Male,Cleaning and Housekeeping Managers and Supervisors,,0.3224417607546091
2011,Male,Cleaning and Housekeeping Managers and Supervisors,Cleaning and housekeeping managers and supervisors,0.3224417607546091
2011,Male,Sales Related Occupations,,0.3640655286687926
2011,Male,Sales Related Occupations,Market and street traders and assistant,0.6878322504430006
2011,Female,Chief Executives and Senior Officials,,0.17276195049082374
2011,Female,Chief Executives and Senior Officials,Chief executives and senior officials,0.21092655919231396
2011,Female,Production Managers and Directors,,0.09676679606417234
2011,Female,Production Managers and Directors,Production managers and directors in manufacturing,0.10087297773506328
2011,Female,Production Managers and Directors,Production managers and directors in construction,0.08448571716967801
2011,Female,Production Managers and Directors,Production managers and directors in mining and energy,0.15921106140707605
2011,Female,Functional Managers and Directors,,0.355837020692399
2011,Female,Functional Managers and Directors,Financial managers and directors,0.4133310862054437
2011,Female,Functional Managers and Directors,Marketing and sales directors,0.22179706515696931
2011,Female,Functional Managers and Directors,Purchasing managers and directors,0.3567384986979658
2011,Female,Functional Managers and Directors,Advertising and public relations directors,0.32039095438865467
2011,Female,Functional Managers and Directors,Human resource managers and directors,0.5676905074038554
2011,Female,Functional Managers and Directors,Information technology and telecommunications directors,0.09627369156387301
2011,Female,Functional Managers and Directors,Functional managers and directors n.e.c.,0.37313396635985496
2011,Female,Financial Institution Managers and Directors,,0.30302996829745166
2011,Female,Financial Institution Managers and Directors,Financial institution managers and directors,0.30302996829745166
2011,Female,Managers and Directors in Transport and Logistics,,0.1478806210694119
2011,Female,Managers and Directors in Transport and Logistics,Managers and directors in transport and distribution,0.10778329109104107
2011,Female,Managers and Directors in Transport and Logistics,Managers and directors in storage and warehousing,0.1865182195519068
2011,Female,Senior Officers in Protective Services,,0.13196458409357176
2011,Female,Senior Officers in Protective Services,Officers in armed forces,0.1382222923902747
2011,Female,Senior Officers in Protective Services,Senior police officers,0.1757853646446496
2011,Female,Senior Officers in Protective Services,"Senior officers in fire, ambulance, prison and related services",0.05022658610271903
2011,Female,Health and Social Services Managers and Directors,,0.7262258091698109
2011,Female,Health and Social Services Managers and Directors,Health services and public health managers and directors,0.6704021549565727
2011,Female,Health and Social Services Managers and Directors,Social services managers and directors,0.7923467092076737
2011,Female,Managers and Directors in Retail and Wholesale,,0.38132154211229746
2011,Female,Managers and Directors in Retail and Wholesale,Managers and directors in retail and wholesale,0.38132154211229746
2011,Female,Managers and Proprietors in Agriculture Related Services,,0.09566046228388361
2011,Female,Managers and Proprietors in Agriculture Related Services,Managers and proprietors in agriculture and horticulture,0.13909528392685275
2011,Female,Managers and Proprietors in Hospitality and Leisure Services,,0.4164632993977042
2011,Female,Managers and Proprietors in Hospitality and Leisure Services,Hotel and accommodation managers and proprietors,0.4896226654164872
2011,Female,Managers and Proprietors in Hospitality and Leisure Services,Restaurant and catering establishment managers and proprietors,0.41541001159989294
2011,Female,Managers and Proprietors in Hospitality and Leisure Services,Publicans and managers of licensed premises,0.4192484187027161
2011,Female,Managers and Proprietors in Hospitality and Leisure Services,Leisure and sports managers,0.36057878811389554
2011,Female,Managers and Proprietors in Health and Care Services,,0.7258976161190184
2011,Female,Managers and Proprietors in Health and Care Services,Health care practice managers,0.7776048097052982
2011,Female,Managers and Proprietors in Health and Care Services,"Residential, day and domiciliary care managers and proprietors",0.706501822282182
2011,Female,Manager and Proprietors in Other Services,,0.32378252078529474
2011,Female,Manager and Proprietors in Other Services,"Property, housing and estate managers",0.3434535673075482
2011,Female,Manager and Proprietors in Other Services,Garage managers and proprietors,0.035932413579290036
2011,Female,Manager and Proprietors in Other Services,Hairdressing and beauty salon managers and proprietors,0.6642051282051282
2011,Female,Manager and Proprietors in Other Services,Shopkeepers and proprietors - wholesale and retail,0.3024942429045668
2011,Female,Manager and Proprietors in Other Services,Waste disposal and environmental services managers,0.053008727606798346
2011,Female,Manager and Proprietors in Other Services,Managers and Proprietors in Other Services,0.36421854364952866
2011,Female,Natural and Social Science Professionals,,0.4547604071146545
2011,Female,Natural and Social Science Professionals,Chemical Scientists,0.43880434782608696
2011,Female,Natural and Social Science Professionals,Biological scientists and biochemists,0.5400426854597281
2011,Female,Natural and Social Science Professionals,Physical scientists,0.20907275320970042
2011,Female,Natural and Social Science Professionals,Natural and social science professionals n.e.c,0.3837790185130767
2011,Female,Engineering Professionals,,0.07561531449407476
2011,Female,Engineering Professionals,Engineering professionals n.e.c,0.07561531449407476
2011,Female,Information Technology and Telecommunications Professionals,,0.18068776356541671
2011,Female,Information Technology and Telecommunications Professionals,IT specialist managers,0.19209723305648602
2011,Female,Information Technology and Telecommunications Professionals,IT project and programme managers,0.2661896551724138
2011,Female,Information Technology and Telecommunications Professionals,Web design and development professionals,0.20044712933453837
2011,Female,Information Technology and Telecommunications Professionals,Information technology and telecommunications professionals n.e.c,0.13003541868845772
2011,Female,Conservation and Environment Professionals,,0.3089623114067603
2011,Female,Conservation and Environment Professionals,Environment professionals,0.395374477577498
2011,Female,Research and Development Managers,,0.2823401376551562
2011,Female,Research and Development Managers,Research and development managers n.e.c,0.2823401376551562
2011,Female,Health Professionals,,0.6149648508971849
2011,Female,Health Professionals,Pharmacists,0.6149648508971849
2011,Female,Teaching and Educational Professionals,,0.6880393702053748
2011,Female,Teaching and Educational Professionals,Senior professionals of educational establishments,0.6391846699903572
2011,Female,Teaching and Educational Professionals,Teaching and other educational professionals n.e.c,0.7103550392900151
2011,Female,Media Professionals,,0.4036077641584777
2011,Female,Media Professionals,Public relations professionals,0.5976553461706559
2011,Female,Protective Service Occupations,,0.2578696412004574
2011,Female,Protective Service Occupations,Protective service occupations n.e.c,0.2578696412004574
2011,Female,Sports and Fitness Occupations,,0.417974658950553
2011,Female,Sports and Fitness Occupations,"Sports coaches, instructors and officials",0.417974658950553
2011,Female,"Sales, Marketing and Related Associate Professionals",,0.3564404465575296
2011,Female,"Sales, Marketing and Related Associate Professionals",Sales accounts and business development managers,0.3199437133575909
2011,Female,"Sales, Marketing and Related Associate Professionals",Conference and exhibition managers and organisers,0.6851306830661102
2011,Female,Public Services and Other Associate Professionals,,0.5766190826706568
2011,Female,Public Services and Other Associate Professionals,Public services associate professionals,0.5766190826706568
2011,Female,Administrative Occupations: Office Managers and Supervisors,,0.7376267499618673
2011,Female,Administrative Occupations: Office Managers and Supervisors,Office managers,0.7376267499618673
2011,Female,Cleaning and Housekeeping Managers and Supervisors,,0.6775582392453909
2011,Female,Cleaning and Housekeeping Managers and Supervisors,Cleaning and housekeeping managers and supervisors,0.6775582392453909
2011,Female,Sales Related Occupations,,0.16522853748514976
2011,Female,Sales Related Occupations,Market and street traders and assistant,0.3121677495569994
2012,Male,,,0.6298821079556635
2012,Female,,,0.3660087698751042
2012,Male,Chief Executives and Senior Officials,,0.7396317883763941
2012,Male,Chief Executives and Senior Officials,Chief executives and senior officials,0.7967309114508656
2012,Male,Production Managers and Directors,,0.9073778366168851
2012,Male,Production Managers and Directors,Production managers and directors in manufacturing,0.8848634850244855
2012,Male,Production Managers and Directors,Production managers and directors in construction,0.952395907266549
2012,Male,Production Managers and Directors,Production managers and directors in mining and energy,0.8727964655964306
2012,Male,Functional Managers and Directors,,0.6201937265137754
2012,Male,Functional Managers and Directors,Financial managers and directors,0.5792306212561121
2012,Male,Functional Managers and Directors,Marketing and sales directors,0.773465997915581
2012,Male,Functional Managers and Directors,Purchasing managers and directors,0.5998224026385893
2012,Male,Functional Managers and Directors,Advertising and public relations directors,0.6729181951577403
2012,Male,Functional Managers and Directors,Human resource managers and directors,0.37039349029860613
2012,Male,Functional Managers and Directors,Information technology and telecommunications directors,0.8528882472758914
2012,Male,Functional Managers and Directors,Functional managers and directors n.e.c.,0.6466299295246664
2012,Male,Financial Institution Managers and Directors,,0.6446189900373466
2012,Male,Financial Institution Managers and Directors,Financial institution managers and directors,0.6446189900373466
2012,Male,Managers and Directors in Transport and Logistics,,0.8506866305237316
2012,Male,Managers and Directors in Transport and Logistics,Managers and directors in transport and distribution,0.8766968804183877
2012,Male,Managers and Directors in Transport and Logistics,Managers and directors in storage and warehousing,0.8291002257917335
2012,Male,Senior Officers in Protective Services,,0.8625577543370238
2012,Male,Senior Officers in Protective Services,Officers in armed forces,0.8955191256830601
2012,Male,Senior Officers in Protective Services,Senior police officers,0.8049925484351714
2012,Male,Senior Officers in Protective Services,"Senior officers in fire, ambulance, prison and related services",0.8545344252350622
2012,Male,Health and Social Services Managers and Directors,,0.3213663821828579
2012,Male,Health and Social Services Managers and Directors,Health services and public health managers and directors,0.35544075987335444
2012,Male,Health and Social Services Managers and Directors,Social services managers and directors,0.2850353129303069
2012,Male,Managers and Directors in Retail and Wholesale,,0.6397017249392408
2012,Male,Managers and Directors in Retail and Wholesale,Managers and directors in retail and wholesale,0.6397017249392408
2012,Male,Managers and Proprietors in Agriculture Related Services,,0.7340135033758439
2012,Male,Managers and Proprietors in Agriculture Related Services,Managers and proprietors in agriculture and horticulture,0.7597391228223759
2012,Male,Managers and Proprietors in Agriculture Related Services,"Managers and proprietors in forestry, fishing and related services",0.677927283137704
2012,Male,Managers and Proprietors in Hospitality and Leisure Services,,0.6051111189877008
2012,Male,Managers and Proprietors in Hospitality and Leisure Services,Hotel and accommodation managers and proprietors,0.5570308715374114
2012,Male,Managers and Proprietors in Hospitality and Leisure Services,Restaurant and catering establishment managers and proprietors,0.5812810808058521
2012,Male,Managers and Proprietors in Hospitality and Leisure Services,Publicans and managers of licensed premises,0.6516065160651606
2012,Male,Managers and Proprietors in Hospitality and Leisure Services,Leisure and sports managers,0.6639465069736413
2012,Male,Managers and Proprietors in Hospitality and Leisure Services,Travel agency managers and proprietors,0.5181918412348401
2012,Male,Managers and Proprietors in Health and Care Services,,0.199107263627756
2012,Male,Managers and Proprietors in Health and Care Services,Health care practice managers,0.1008798757822425
2012,Male,Managers and Proprietors in Health and Care Services,"Residential, day and domiciliary care managers and proprietors",0.23386049608789744
2012,Male,Manager and Proprietors in Other Services,,0.6469368003944269
2012,Male,Manager and Proprietors in Other Services,"Property, housing and estate managers",0.6639772946827718
2012,Male,Manager and Proprietors in Other Services,Garage managers and proprietors,0.9343648158864557
2012,Male,Manager and Proprietors in Other Services,Hairdressing and beauty salon managers and proprietors,0.23439446664089014
2012,Male,Manager and Proprietors in Other Services,Shopkeepers and proprietors - wholesale and retail,0.6004556864259509
2012,Male,Manager and Proprietors in Other Services,Waste disposal and environmental services managers,0.9111306995752865
2012,Male,Manager and Proprietors in Other Services,Managers and Proprietors in Other Services,0.648586998480967
2012,Male,Natural and Social Science Professionals,,0.5897826303185181
2012,Male,Natural and Social Science Professionals,Chemical Scientists,0.6741636035137998
2012,Male,Natural and Social Science Professionals,Biological scientists and biochemists,0.504430924379897
2012,Male,Natural and Social Science Professionals,Physical scientists,0.8135376074307372
2012,Male,Natural and Social Science Professionals,Natural and social science professionals n.e.c,0.49827522935779817
2012,Male,Engineering Professionals,,0.9193836826379953
2012,Male,Engineering Professionals,Engineering professionals n.e.c,0.9193836826379953
2012,Male,Information Technology and Telecommunications Professionals,,0.8325539482839843
2012,Male,Information Technology and Telecommunications Professionals,IT specialist managers,0.842005956743439
2012,Male,Information Technology and Telecommunications Professionals,IT project and programme managers,0.8034626426720818
2012,Male,Information Technology and Telecommunications Professionals,Web design and development professionals,0.8212744258891661
2012,Male,Information Technology and Telecommunications Professionals,Information technology and telecommunications professionals n.e.c,0.8354764551333872
2012,Male,Conservation and Environment Professionals,,0.6750076475986541
2012,Male,Conservation and Environment Professionals,Conservation professionals,0.7193283724480061
2012,Male,Conservation and Environment Professionals,Environment professionals,0.6540886167146974
2012,Male,Research and Development Managers,,0.6948877236977089
2012,Male,Research and Development Managers,Research and development managers n.e.c,0.6948877236977089
2012,Male,Health Professionals,,0.4155127066241661
2012,Male,Health Professionals,Pharmacists,0.4155127066241661
2012,Male,Teaching and Educational Professionals,,0.3063480091763301
2012,Male,Teaching and Educational Professionals,Senior professionals of educational establishments,0.3035529721887712
2012,Male,Teaching and Educational Professionals,Teaching and other educational professionals n.e.c,0.30773352636205104
2012,Male,Media Professionals,,0.516872551973486
2012,Male,Media Professionals,Public relations professionals,0.39706842944112036
2012,Male,Media Professionals,Advertising accounts managers and creative directors,0.6488415599366816
2012,Male,Protective Service Occupations,,0.6181208412865477
2012,Male,Protective Service Occupations,Protective service occupations n.e.c,0.6181208412865477
2012,Male,Sports and Fitness Occupations,,0.6012418342927366
2012,Male,Sports and Fitness Occupations,"Sports coaches, instructors and officials",0.6012418342927366
2012,Male,"Sales, Marketing and Related Associate Professionals",,0.6041472002945847
2012,Male,"Sales, Marketing and Related Associate Professionals",Sales accounts and business development managers,0.6489610948482417
2012,Male,"Sales, Marketing and Related Associate Professionals",Conference and exhibition managers and organisers,0.3135593220338983
2012,Male,Public Services and Other Associate Professionals,,0.4127748648538796
2012,Male,Public Services and Other Associate Professionals,Public services associate professionals,0.4127748648538796
2012,Male,Administrative Occupations: Office Managers and Supervisors,,0.22452570478775208
2012,Male,Administrative Occupations: Office Managers and Supervisors,Office managers,0.22452570478775208
2012,Male,Cleaning and Housekeeping Managers and Supervisors,,0.30287778483117195
2012,Male,Cleaning and Housekeeping Managers and Supervisors,Cleaning and housekeeping managers and supervisors,0.30287778483117195
2012,Male,Sales Related Occupations,,0.6077695588791102
2012,Male,Sales Related Occupations,Collector salespersons and credit agents,0.6365092073658927
2012,Male,Sales Related Occupations,Market and street traders and assistant,0.5820719983636735
2012,Female,Chief Executives and Senior Officials,,0.1887014515496273
2012,Female,Chief Executives and Senior Officials,Chief executives and senior officials,0.20326908854913442
2012,Female,Production Managers and Directors,,0.09262216338311495
2012,Female,Production Managers and Directors,Production managers and directors in manufacturing,0.11513651497551451
2012,Female,Production Managers and Directors,Production managers and directors in construction,0.047604092733450995
2012,Female,Production Managers and Directors,Production managers and directors in mining and energy,0.1272035344035694
2012,Female,Functional Managers and Directors,,0.3798062734862247
2012,Female,Functional Managers and Directors,Financial managers and directors,0.42076937874388787
2012,Female,Functional Managers and Directors,Marketing and sales directors,0.22653400208441896
2012,Female,Functional Managers and Directors,Purchasing managers and directors,0.4001775973614106
2012,Female,Functional Managers and Directors,Advertising and public relations directors,0.32708180484225974
2012,Female,Functional Managers and Directors,Human resource managers and directors,0.6296065097013939
2012,Female,Functional Managers and Directors,Information technology and telecommunications directors,0.14711175272410862
2012,Female,Functional Managers and Directors,Functional managers and directors n.e.c.,0.35337007047533364
2012,Female,Financial Institution Managers and Directors,,0.3553810099626534
2012,Female,Financial Institution Managers and Directors,Financial institution managers and directors,0.3553810099626534
2012,Female,Managers and Directors in Transport and Logistics,,0.14931336947626841
2012,Female,Managers and Directors in Transport and Logistics,Managers and directors in transport and distribution,0.12330311958161237
2012,Female,Managers and Directors in Transport and Logistics,Managers and directors in storage and warehousing,0.17089977420826655
2012,Female,Senior Officers in Protective Services,,0.1374422456629762
2012,Female,Senior Officers in Protective Services,Officers in armed forces,0.10448087431693989
2012,Female,Senior Officers in Protective Services,Senior police officers,0.19500745156482863
2012,Female,Senior Officers in Protective Services,"Senior officers in fire, ambulance, prison and related services",0.14546557476493782
2012,Female,Health and Social Services Managers and Directors,,0.6786336178171422
2012,Female,Health and Social Services Managers and Directors,Health services and public health managers and directors,0.6445592401266456
2012,Female,Health and Social Services Managers and Directors,Social services managers and directors,0.7149646870696931
2012,Female,Managers and Directors in Retail and Wholesale,,0.3602982750607592
2012,Female,Managers and Directors in Retail and Wholesale,Managers and directors in retail and wholesale,0.3602982750607592
2012,Female,Managers and Proprietors in Agriculture Related Services,,0.265986496624156
2012,Female,Managers and Proprietors in Agriculture Related Services,Managers and proprietors in agriculture and horticulture,0.2402608771776241
2012,Female,Managers and Proprietors in Agriculture Related Services,"Managers and proprietors in forestry, fishing and related services",0.322072716862296
2012,Female,Managers and Proprietors in Hospitality and Leisure Services,,0.3948888810122993
2012,Female,Managers and Proprietors in Hospitality and Leisure Services,Hotel and accommodation managers and proprietors,0.4429691284625886
2012,Female,Managers and Proprietors in Hospitality and Leisure Services,Restaurant and catering establishment managers and proprietors,0.4187189191941479
2012,Female,Managers and Proprietors in Hospitality and Leisure Services,Publicans and managers of licensed premises,0.3483934839348393
2012,Female,Managers and Proprietors in Hospitality and Leisure Services,Leisure and sports managers,0.3360534930263587
2012,Female,Managers and Proprietors in Hospitality and Leisure Services,Travel agency managers and proprietors,0.48180815876515987
2012,Female,Managers and Proprietors in Health and Care Services,,0.800892736372244
2012,Female,Managers and Proprietors in Health and Care Services,Health care practice managers,0.8991201242177574
2012,Female,Managers and Proprietors in Health and Care Services,"Residential, day and domiciliary care managers and proprietors",0.7661395039121025
2012,Female,Manager and Proprietors in Other Services,,0.3530631996055731
2012,Female,Manager and Proprietors in Other Services,"Property, housing and estate managers",0.33602270531722817
2012,Female,Manager and Proprietors in Other Services,Garage managers and proprietors,0.0656351841135443
2012,Female,Manager and Proprietors in Other Services,Hairdressing and beauty salon managers and proprietors,0.7656055333591099
2012,Female,Manager and Proprietors in Other Services,Shopkeepers and proprietors - wholesale and retail,0.39954431357404907
2012,Female,Manager and Proprietors in Other Services,Waste disposal and environmental services managers,0.08886930042471351
2012,Female,Manager and Proprietors in Other Services,Managers and Proprietors in Other Services,0.35141300151903304
2012,Female,Natural and Social Science Professionals,,0.41021736968148187
2012,Female,Natural and Social Science Professionals,Chemical Scientists,0.3258363964862002
2012,Female,Natural and Social Science Professionals,Biological scientists and biochemists,0.49556907562010294
2012,Female,Natural and Social Science Professionals,Physical scientists,0.1864623925692628
2012,Female,Natural and Social Science Professionals,Natural and social science professionals n.e.c,0.5017247706422019
2012,Female,Engineering Professionals,,0.08061631736200467
2012,Female,Engineering Professionals,Engineering professionals n.e.c,0.08061631736200467
2012,Female,Information Technology and Telecommunications Professionals,,0.1674460517160157
2012,Female,Information Technology and Telecommunications Professionals,IT specialist managers,0.157994043256561
2012,Female,Information Technology and Telecommunications Professionals,IT project and programme managers,0.19653735732791822
2012,Female,Information Technology and Telecommunications Professionals,Web design and development professionals,0.1787255741108339
2012,Female,Information Technology and Telecommunications Professionals,Information technology and telecommunications professionals n.e.c,0.16452354486661278
2012,Female,Conservation and Environment Professionals,,0.324992352401346
2012,Female,Conservation and Environment Professionals,Conservation professionals,0.2806716275519939
2012,Female,Conservation and Environment Professionals,Environment professionals,0.3459113832853026
2012,Female,Research and Development Managers,,0.3051122763022911
2012,Female,Research and Development Managers,Research and development managers n.e.c,0.3051122763022911
2012,Female,Health Professionals,,0.5844872933758339
2012,Female,Health Professionals,Pharmacists,0.5844872933758339
2012,Female,Teaching and Educational Professionals,,0.6936519908236699
2012,Female,Teaching and Educational Professionals,Senior professionals of educational establishments,0.6964470278112288
2012,Female,Teaching and Educational Professionals,Teaching and other educational professionals n.e.c,0.6922664736379489
2012,Female,Media Professionals,,0.48312744802651403
2012,Female,Media Professionals,Public relations professionals,0.6029315705588796
2012,Female,Media Professionals,Advertising accounts managers and creative directors,0.3511584400633185
2012,Female,Protective Service Occupations,,0.3818791587134524
2012,Female,Protective Service Occupations,Protective service occupations n.e.c,0.3818791587134524
2012,Female,Sports and Fitness Occupations,,0.3987581657072634
2012,Female,Sports and Fitness Occupations,"Sports coaches, instructors and officials",0.3987581657072634
2012,Female,"Sales, Marketing and Related Associate Professionals",,0.3958527997054153
2012,Female,"Sales, Marketing and Related Associate Professionals",Sales accounts and business development managers,0.35103890515175823
2012,Female,"Sales, Marketing and Related Associate Professionals",Conference and exhibition managers and organisers,0.6864406779661016
2012,Female,Public Services and Other Associate Professionals,,0.5872251351461204
2012,Female,Public Services and Other Associate Professionals,Public services associate professionals,0.5872251351461204
2012,Female,Administrative Occupations: Office Managers and Supervisors,,0.7754742952122479
2012,Female,Administrative Occupations: Office Managers and Supervisors,Office managers,0.7754742952122479
2012,Female,Cleaning and Housekeeping Managers and Supervisors,,0.697122215168828
2012,Female,Cleaning and Housekeeping Managers and Supervisors,Cleaning and housekeeping managers and supervisors,0.697122215168828
2012,Female,Sales Related Occupations,,0.3922304411208898
2012,Female,Sales Related Occupations,Collector salespersons and credit agents,0.3634907926341073
2012,Female,Sales Related Occupations,Market and street traders and assistant,0.41792800163632643
2013,Male,,,0.6297903826684983
2013,Female,,,0.3669088159350088
2013,Male,Chief Executives and Senior Officials,,0.6903859579136332
2013,Male,Chief Executives and Senior Officials,,0.7265657037005614
2013,Male,Chief Executives and Senior Officials,,0.42097504475097397
2013,Male,Production Managers and Directors,,0.9156193101355452
2013,Male,Production Managers and Directors,,0.9069210591060457
2013,Male,Production Managers and Directors,,0.943868513163902
2013,Male,Production Managers and Directors,,0.8173050299953853
2013,Male,Functional Managers and Directors,,0.6243653795842122
2013,Male,Functional Managers and Directors,,0.6050332930518496
2013,Male,Functional Managers and Directors,,0.7347926566129394
2013,Male,Functional Managers and Directors,,0.7351825413012442
2013,Male,Functional Managers and Directors,,0.3490258844307081
2013,Male,Functional Managers and Directors,,0.38804603048829245
2013,Male,Functional Managers and Directors,,0.8517842270484977
2013,Male,Functional Managers and Directors,,0.6605349775161096
2013,Male,Financial Institution Managers and Directors,,0.6253764594248937
2013,Male,Financial Institution Managers and Directors,,0.6253764594248937
2013,Male,Managers and Directors in Transport and Logistics,,0.8712459147339585
2013,Male,Managers and Directors in Transport and Logistics,,0.8868077203687736
2013,Male,Managers and Directors in Transport and Logistics,,0.8597882564363011
2013,Male,Senior Officers in Protective Services,,0.8437110584073643
2013,Male,Senior Officers in Protective Services,,0.910923033760404
2013,Male,Senior Officers in Protective Services,,0.7249752229930624
2013,Male,Senior Officers in Protective Services,,0.860553293076815
2013,Male,Health and Social Services Managers and Directors,,0.33957883722451115
